onet_soc_2010;element_id;element_name;value;date;source
43-1011.00;2.A.2.b;Active Learning;3.62;Jun 10;Analyst
43-1011.00;2.A.2.c;Learning Strategies;3.5;Jun 10;Analyst
43-1011.00;2.A.2.d;Monitoring;3.75;Jun 10;Analyst
43-1011.00;2.B.1.a;Social Perceptiveness;4;Jun 10;Analyst
43-1011.00;2.B.1.b;Coordination;4;Jun 10;Analyst
43-1011.00;2.B.1.c;Persuasion;3.5;Jun 10;Analyst
43-1011.00;2.B.1.d;Negotiation;3.75;Jun 10;Analyst
43-1011.00;2.B.1.e;Instructing;3.5;Jun 10;Analyst
43-1011.00;2.B.1.f;Service Orientation;3.5;Jun 10;Analyst
43-1011.00;2.B.2.i;Complex Problem Solving;3.38;Jun 10;Analyst
43-1011.00;2.B.3.a;Operations Analysis;2.5;Jun 10;Analyst
43-1011.00;2.B.3.b;Technology Design;1.38;Jun 10;Analyst
43-1011.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-1011.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-1011.00;2.B.3.e;Programming;1.75;Jun 10;Analyst
43-1011.00;2.B.3.g;Operation Monitoring;2.25;Jun 10;Analyst
43-1011.00;2.B.3.h;Operation and Control;1.12;Jun 10;Analyst
43-1011.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-1011.00;2.B.3.k;Troubleshooting;1.88;Jun 10;Analyst
43-1011.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-1011.00;2.B.3.m;Quality Control Analysis;3;Jun 10;Analyst
43-1011.00;2.B.4.e;Judgment and Decision Making;3.75;Jun 10;Analyst
43-1011.00;2.B.4.g;Systems Analysis;3.12;Jun 10;Analyst
43-1011.00;2.B.4.h;Systems Evaluation;3;Jun 10;Analyst
43-1011.00;2.B.5.a;Time Management;3.75;Jun 10;Analyst
43-1011.00;2.B.5.b;Management of Financial Resources;2.5;Jun 10;Analyst
43-1011.00;2.B.5.c;Management of Material Resources;2.5;Jun 10;Analyst
43-1011.00;2.B.5.d;Management of Personnel Resources;3.88;Jun 10;Analyst
43-2011.00;2.A.1.a;Reading Comprehension;2.88;Jun 10;Analyst
43-2011.00;2.A.1.b;Active Listening;3.88;Jun 10;Analyst
43-2011.00;2.A.1.c;Writing;3;Jun 10;Analyst
43-2011.00;2.A.1.d;Speaking;3.88;Jun 10;Analyst
43-2011.00;2.A.1.e;Mathematics;2;Jun 10;Analyst
43-2011.00;2.A.1.f;Science;1;Jun 10;Analyst
43-2011.00;2.A.2.a;Critical Thinking;3.25;Jun 10;Analyst
43-2011.00;2.A.2.b;Active Learning;2.75;Jun 10;Analyst
43-2011.00;2.A.2.c;Learning Strategies;2.38;Jun 10;Analyst
43-2011.00;2.A.2.d;Monitoring;3;Jun 10;Analyst
43-2011.00;2.B.1.a;Social Perceptiveness;3.75;Jun 10;Analyst
43-2011.00;2.B.1.b;Coordination;3.38;Jun 10;Analyst
43-2011.00;2.B.1.c;Persuasion;2.88;Jun 10;Analyst
43-2011.00;2.B.1.d;Negotiation;2.5;Jun 10;Analyst
43-2011.00;2.B.1.e;Instructing;2.12;Jun 10;Analyst
43-2011.00;2.B.1.f;Service Orientation;3.25;Jun 10;Analyst
43-2011.00;2.B.2.i;Complex Problem Solving;2.88;Jun 10;Analyst
43-2011.00;2.B.3.a;Operations Analysis;1.38;Jun 10;Analyst
43-2011.00;2.B.3.b;Technology Design;1;Jun 10;Analyst
43-2011.00;2.B.3.c;Equipment Selection;1.12;Jun 10;Analyst
43-2011.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-2011.00;2.B.3.e;Programming;1.5;Jun 10;Analyst
43-2011.00;2.B.3.g;Operation Monitoring;2.12;Jun 10;Analyst
43-2011.00;2.B.3.h;Operation and Control;1.38;Jun 10;Analyst
43-2011.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-2011.00;2.B.3.k;Troubleshooting;1.12;Jun 10;Analyst
43-2011.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-2011.00;2.B.3.m;Quality Control Analysis;1.62;Jun 10;Analyst
43-2011.00;2.B.4.e;Judgment and Decision Making;2.88;Jun 10;Analyst
43-2011.00;2.B.4.g;Systems Analysis;2.12;Jun 10;Analyst
43-2011.00;2.B.4.h;Systems Evaluation;1.88;Jun 10;Analyst
43-2011.00;2.B.5.a;Time Management;2.88;Jun 10;Analyst
43-2011.00;2.B.5.b;Management of Financial Resources;1;Jun 10;Analyst
43-2011.00;2.B.5.c;Management of Material Resources;1.12;Jun 10;Analyst
43-2011.00;2.B.5.d;Management of Personnel Resources;2.25;Jun 10;Analyst
43-2021.00;2.A.1.a;Reading Comprehension;3;Jun 10;Analyst
43-2021.00;2.A.1.b;Active Listening;4;Jun 10;Analyst
43-2021.00;2.A.1.c;Writing;2.38;Jun 10;Analyst
43-2021.00;2.A.1.d;Speaking;4;Jun 10;Analyst
43-2021.00;2.A.1.e;Mathematics;1.88;Jun 10;Analyst
43-2021.00;2.A.1.f;Science;1;Jun 10;Analyst
43-2021.00;2.A.2.a;Critical Thinking;3;Jun 10;Analyst
43-2021.00;2.A.2.b;Active Learning;2.38;Jun 10;Analyst
43-2021.00;2.A.2.c;Learning Strategies;2.12;Jun 10;Analyst
43-2021.00;2.A.2.d;Monitoring;2.62;Jun 10;Analyst
43-2021.00;2.B.1.a;Social Perceptiveness;3.25;Jun 10;Analyst
43-2021.00;2.B.1.b;Coordination;2.62;Jun 10;Analyst
43-2021.00;2.B.1.c;Persuasion;2.38;Jun 10;Analyst
43-2021.00;2.B.1.d;Negotiation;2.25;Jun 10;Analyst
43-2021.00;2.B.1.e;Instructing;2.12;Jun 10;Analyst
43-2021.00;2.B.1.f;Service Orientation;3.75;Jun 10;Analyst
43-2021.00;2.B.2.i;Complex Problem Solving;2.75;Jun 10;Analyst
43-2021.00;2.B.3.a;Operations Analysis;1.5;Jun 10;Analyst
43-2021.00;2.B.3.b;Technology Design;1.5;Jun 10;Analyst
43-2021.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-2021.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-2021.00;2.B.3.e;Programming;1.62;Jun 10;Analyst
43-2021.00;2.B.3.g;Operation Monitoring;1.75;Jun 10;Analyst
43-2021.00;2.B.3.h;Operation and Control;1.12;Jun 10;Analyst
43-2021.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-2021.00;2.B.3.k;Troubleshooting;1;Jun 10;Analyst
43-2021.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-2021.00;2.B.3.m;Quality Control Analysis;1.12;Jun 10;Analyst
43-2021.00;2.B.4.e;Judgment and Decision Making;2.38;Jun 10;Analyst
43-2021.00;2.B.4.g;Systems Analysis;2;Jun 10;Analyst
43-2021.00;2.B.4.h;Systems Evaluation;1.88;Jun 10;Analyst
43-2021.00;2.B.5.a;Time Management;2.5;Jun 10;Analyst
43-2021.00;2.B.5.b;Management of Financial Resources;1.5;Jun 10;Analyst
43-2021.00;2.B.5.c;Management of Material Resources;1.5;Jun 10;Analyst
43-2021.00;2.B.5.d;Management of Personnel Resources;2;Jun 10;Analyst
43-3011.00;2.A.1.a;Reading Comprehension;3.38;Jun 10;Analyst
43-3011.00;2.A.1.b;Active Listening;4;Jun 10;Analyst
43-3011.00;2.A.1.c;Writing;3.25;Jun 10;Analyst
43-3011.00;2.A.1.d;Speaking;4;Jun 10;Analyst
43-3011.00;2.A.1.e;Mathematics;2.75;Jun 10;Analyst
43-3011.00;2.A.1.f;Science;1.12;Jun 10;Analyst
43-3011.00;2.A.2.a;Critical Thinking;3.38;Jun 10;Analyst
43-3011.00;2.A.2.b;Active Learning;2.75;Jun 10;Analyst
43-3011.00;2.A.2.c;Learning Strategies;2.25;Jun 10;Analyst
43-3011.00;2.A.2.d;Monitoring;3;Jun 10;Analyst
43-3011.00;2.B.1.a;Social Perceptiveness;3.62;Jun 10;Analyst
43-3011.00;2.B.1.b;Coordination;3.25;Jun 10;Analyst
43-3011.00;2.B.1.c;Persuasion;3.5;Jun 10;Analyst
43-3011.00;2.B.1.d;Negotiation;3.38;Jun 10;Analyst
43-3011.00;2.B.1.e;Instructing;2.25;Jun 10;Analyst
43-3011.00;2.B.1.f;Service Orientation;3;Jun 10;Analyst
43-3011.00;2.B.2.i;Complex Problem Solving;3;Jun 10;Analyst
43-3011.00;2.B.3.a;Operations Analysis;1.38;Jun 10;Analyst
43-3011.00;2.B.3.b;Technology Design;1.38;Jun 10;Analyst
43-3011.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3011.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-3011.00;2.B.3.e;Programming;1.38;Jun 10;Analyst
43-3011.00;2.B.3.g;Operation Monitoring;1.75;Jun 10;Analyst
43-3011.00;2.B.3.h;Operation and Control;1;Jun 10;Analyst
43-3011.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3011.00;2.B.3.k;Troubleshooting;1;Jun 10;Analyst
43-3011.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3011.00;2.B.3.m;Quality Control Analysis;1;Jun 10;Analyst
43-3011.00;2.B.4.e;Judgment and Decision Making;3.12;Jun 10;Analyst
43-3011.00;2.B.4.g;Systems Analysis;2.38;Jun 10;Analyst
43-3011.00;2.B.4.h;Systems Evaluation;2;Jun 10;Analyst
43-3011.00;2.B.5.a;Time Management;3;Jun 10;Analyst
43-3011.00;2.B.5.b;Management of Financial Resources;1.25;Jun 10;Analyst
43-3011.00;2.B.5.c;Management of Material Resources;1;Jun 10;Analyst
43-3011.00;2.B.5.d;Management of Personnel Resources;2.38;Jun 10;Analyst
43-3021.01;2.A.1.a;Reading Comprehension;3.25;Jun 10;Analyst
43-3021.01;2.A.1.b;Active Listening;3.38;Jun 10;Analyst
43-3021.01;2.A.1.c;Writing;2.75;Jun 10;Analyst
43-3021.01;2.A.1.d;Speaking;3;Jun 10;Analyst
43-3021.01;2.A.1.e;Mathematics;2.5;Jun 10;Analyst
43-3021.01;2.A.1.f;Science;1;Jun 10;Analyst
43-3021.01;2.A.2.a;Critical Thinking;3;Jun 10;Analyst
43-3021.01;2.A.2.b;Active Learning;2.75;Jun 10;Analyst
43-3021.01;2.A.2.c;Learning Strategies;2.38;Jun 10;Analyst
43-3021.01;2.A.2.d;Monitoring;2.62;Jun 10;Analyst
43-3021.01;2.B.1.a;Social Perceptiveness;2.62;Jun 10;Analyst
43-3021.01;2.B.1.b;Coordination;2.62;Jun 10;Analyst
43-3021.01;2.B.1.c;Persuasion;2.25;Jun 10;Analyst
43-3021.01;2.B.1.d;Negotiation;2.12;Jun 10;Analyst
43-3021.01;2.B.1.e;Instructing;2;Jun 10;Analyst
43-3021.01;2.B.1.f;Service Orientation;2.62;Jun 10;Analyst
43-3021.01;2.B.2.i;Complex Problem Solving;2.88;Jun 10;Analyst
43-3021.01;2.B.3.a;Operations Analysis;1;Jun 10;Analyst
43-3021.01;2.B.3.b;Technology Design;1;Jun 10;Analyst
43-3021.01;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3021.01;2.B.3.d;Installation;1;Jun 10;Analyst
43-3021.01;2.B.3.e;Programming;1.88;Jun 10;Analyst
43-3021.01;2.B.3.g;Operation Monitoring;1.62;Jun 10;Analyst
43-3021.01;2.B.3.h;Operation and Control;1.62;Jun 10;Analyst
43-3021.01;2.B.3.j;Equipment Maintenance;1.25;Jun 10;Analyst
43-3021.01;2.B.3.k;Troubleshooting;1.38;Jun 10;Analyst
43-3021.01;2.B.3.l;Repairing;1.5;Jun 10;Analyst
43-3021.01;2.B.3.m;Quality Control Analysis;1.38;Jun 10;Analyst
43-3021.01;2.B.4.e;Judgment and Decision Making;2.62;Jun 10;Analyst
43-3021.01;2.B.4.g;Systems Analysis;2.12;Jun 10;Analyst
43-3021.01;2.B.4.h;Systems Evaluation;2;Jun 10;Analyst
43-3021.01;2.B.5.a;Time Management;3.12;Jun 10;Analyst
43-3021.01;2.B.5.b;Management of Financial Resources;1;Jun 10;Analyst
43-3021.01;2.B.5.c;Management of Material Resources;1;Jun 10;Analyst
43-3021.01;2.B.5.d;Management of Personnel Resources;2.12;Jun 10;Analyst
43-3021.02;2.A.1.a;Reading Comprehension;3.5;Jun 10;Analyst
43-3021.02;2.A.1.b;Active Listening;3.88;Jun 10;Analyst
43-3021.02;2.A.1.c;Writing;3;Jun 10;Analyst
43-3021.02;2.A.1.d;Speaking;3.5;Jun 10;Analyst
43-3021.02;2.A.1.e;Mathematics;2.88;Jun 10;Analyst
43-3021.02;2.A.1.f;Science;1;Jun 10;Analyst
43-3021.02;2.A.2.a;Critical Thinking;3.25;Jun 10;Analyst
43-3021.02;2.A.2.b;Active Learning;2.88;Jun 10;Analyst
43-3021.02;2.A.2.c;Learning Strategies;2.5;Jun 10;Analyst
43-3021.02;2.A.2.d;Monitoring;3.12;Jun 10;Analyst
43-3021.02;2.B.1.a;Social Perceptiveness;3.25;Jun 10;Analyst
43-3021.02;2.B.1.b;Coordination;2.75;Jun 10;Analyst
43-3021.02;2.B.1.c;Persuasion;2.75;Jun 10;Analyst
43-3021.02;2.B.1.d;Negotiation;2.62;Jun 10;Analyst
43-3021.02;2.B.1.e;Instructing;2.38;Jun 10;Analyst
43-3021.02;2.B.1.f;Service Orientation;3;Jun 10;Analyst
43-3021.02;2.B.2.i;Complex Problem Solving;3;Jun 10;Analyst
43-3021.02;2.B.3.a;Operations Analysis;1.38;Jun 10;Analyst
43-3021.02;2.B.3.b;Technology Design;1;Jun 10;Analyst
43-3021.02;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3021.02;2.B.3.d;Installation;1;Jun 10;Analyst
43-3021.02;2.B.3.e;Programming;2;Jun 10;Analyst
43-3021.02;2.B.3.g;Operation Monitoring;1.25;Jun 10;Analyst
43-3021.02;2.B.3.h;Operation and Control;1.38;Jun 10;Analyst
43-3021.02;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3021.02;2.B.3.k;Troubleshooting;1;Jun 10;Analyst
43-3021.02;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3021.02;2.B.3.m;Quality Control Analysis;2.12;Jun 10;Analyst
43-3021.02;2.B.4.e;Judgment and Decision Making;3;Jun 10;Analyst
43-3021.02;2.B.4.g;Systems Analysis;2.38;Jun 10;Analyst
43-3021.02;2.B.4.h;Systems Evaluation;2;Jun 10;Analyst
43-3021.02;2.B.5.a;Time Management;3.25;Jun 10;Analyst
43-3021.02;2.B.5.b;Management of Financial Resources;1;Jun 10;Analyst
43-3021.02;2.B.5.c;Management of Material Resources;1.12;Jun 10;Analyst
43-3021.02;2.B.5.d;Management of Personnel Resources;2.25;Jun 10;Analyst
43-3031.00;2.A.1.a;Reading Comprehension;3.38;Jun 10;Analyst
43-3031.00;2.A.1.b;Active Listening;3.38;Jun 10;Analyst
43-3031.00;2.A.1.c;Writing;3.25;Jun 10;Analyst
43-3031.00;2.A.1.d;Speaking;3.38;Jun 10;Analyst
43-3031.00;2.A.1.e;Mathematics;3.25;Jun 10;Analyst
43-3031.00;2.A.1.f;Science;1.12;Jun 10;Analyst
43-3031.00;2.A.2.a;Critical Thinking;3.25;Jun 10;Analyst
43-3031.00;2.A.2.b;Active Learning;2.88;Jun 10;Analyst
43-3031.00;2.A.2.c;Learning Strategies;2.38;Jun 10;Analyst
43-3031.00;2.A.2.d;Monitoring;3.25;Jun 10;Analyst
43-3031.00;2.B.1.a;Social Perceptiveness;3.12;Jun 10;Analyst
43-3031.00;2.B.1.b;Coordination;2.88;Jun 10;Analyst
43-3031.00;2.B.1.c;Persuasion;2.62;Jun 10;Analyst
43-3031.00;2.B.1.d;Negotiation;2.5;Jun 10;Analyst
43-3031.00;2.B.1.e;Instructing;2.38;Jun 10;Analyst
43-3031.00;2.B.1.f;Service Orientation;2.75;Jun 10;Analyst
43-3031.00;2.B.2.i;Complex Problem Solving;2.75;Jun 10;Analyst
43-3031.00;2.B.3.a;Operations Analysis;1.5;Jun 10;Analyst
43-3031.00;2.B.3.b;Technology Design;1.38;Jun 10;Analyst
43-3031.00;2.B.3.c;Equipment Selection;1.12;Jun 10;Analyst
43-3031.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-3031.00;2.B.3.e;Programming;1.38;Jun 10;Analyst
43-3031.00;2.B.3.g;Operation Monitoring;1.75;Jun 10;Analyst
43-3031.00;2.B.3.h;Operation and Control;1;Jun 10;Analyst
43-3031.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3031.00;2.B.3.k;Troubleshooting;1;Jun 10;Analyst
43-3031.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3031.00;2.B.3.m;Quality Control Analysis;1.12;Jun 10;Analyst
43-3031.00;2.B.4.e;Judgment and Decision Making;2.75;Jun 10;Analyst
43-3031.00;2.B.4.g;Systems Analysis;2.38;Jun 10;Analyst
43-3031.00;2.B.4.h;Systems Evaluation;2.12;Jun 10;Analyst
43-3031.00;2.B.5.a;Time Management;3.25;Jun 10;Analyst
43-3031.00;2.B.5.b;Management of Financial Resources;2.12;Jun 10;Analyst
43-3031.00;2.B.5.c;Management of Material Resources;1.75;Jun 10;Analyst
43-3031.00;2.B.5.d;Management of Personnel Resources;2.5;Jun 10;Analyst
43-3041.00;2.A.1.a;Reading Comprehension;2.88;Jun 10;Analyst
43-3041.00;2.A.1.b;Active Listening;3.5;Jun 10;Analyst
43-3041.00;2.A.1.c;Writing;2.75;Jun 10;Analyst
43-3041.00;2.A.1.d;Speaking;3.75;Jun 10;Analyst
43-3041.00;2.A.1.e;Mathematics;3.88;Jun 10;Analyst
43-3041.00;2.A.1.f;Science;1;Jun 10;Analyst
43-3041.00;2.A.2.a;Critical Thinking;3;Jun 10;Analyst
43-3041.00;2.A.2.b;Active Learning;2.38;Jun 10;Analyst
43-3041.00;2.A.2.c;Learning Strategies;2.38;Jun 10;Analyst
43-3041.00;2.A.2.d;Monitoring;3.25;Jun 10;Analyst
43-3041.00;2.B.1.a;Social Perceptiveness;3;Jun 10;Analyst
43-3041.00;2.B.1.b;Coordination;2.75;Jun 10;Analyst
43-3041.00;2.B.1.c;Persuasion;2.25;Jun 10;Analyst
43-3041.00;2.B.1.d;Negotiation;2.5;Jun 10;Analyst
43-3041.00;2.B.1.e;Instructing;2.5;Jun 10;Analyst
43-3041.00;2.B.1.f;Service Orientation;3;Jun 10;Analyst
43-3041.00;2.B.2.i;Complex Problem Solving;2.25;Jun 10;Analyst
43-3041.00;2.B.3.a;Operations Analysis;1.25;Jun 10;Analyst
43-3041.00;2.B.3.b;Technology Design;1.12;Jun 10;Analyst
43-3041.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3041.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-3041.00;2.B.3.e;Programming;1.12;Jun 10;Analyst
43-3041.00;2.B.3.g;Operation Monitoring;1.62;Jun 10;Analyst
43-3041.00;2.B.3.h;Operation and Control;1.62;Jun 10;Analyst
43-3041.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3041.00;2.B.3.k;Troubleshooting;1.12;Jun 10;Analyst
43-3041.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3041.00;2.B.3.m;Quality Control Analysis;2.38;Jun 10;Analyst
43-3041.00;2.B.4.e;Judgment and Decision Making;2.88;Jun 10;Analyst
43-3041.00;2.B.4.g;Systems Analysis;1.62;Jun 10;Analyst
43-3041.00;2.B.4.h;Systems Evaluation;1.5;Jun 10;Analyst
43-3041.00;2.B.5.a;Time Management;2.62;Jun 10;Analyst
43-3041.00;2.B.5.b;Management of Financial Resources;1.38;Jun 10;Analyst
43-3041.00;2.B.5.c;Management of Material Resources;1.38;Jun 10;Analyst
43-3041.00;2.B.5.d;Management of Personnel Resources;2.25;Jun 10;Analyst
43-3051.00;2.A.1.a;Reading Comprehension;3.62;Jun 10;Analyst
43-3051.00;2.A.1.b;Active Listening;3.62;Jun 10;Analyst
43-3051.00;2.A.1.c;Writing;3.12;Jun 10;Analyst
43-3051.00;2.A.1.d;Speaking;3.38;Jun 10;Analyst
43-3051.00;2.A.1.e;Mathematics;2.75;Jun 10;Analyst
43-3051.00;2.A.1.f;Science;1.12;Jun 10;Analyst
43-3051.00;2.A.2.a;Critical Thinking;3;Jun 10;Analyst
43-3051.00;2.A.2.b;Active Learning;2.88;Jun 10;Analyst
43-3051.00;2.A.2.c;Learning Strategies;2.38;Jun 10;Analyst
43-3051.00;2.A.2.d;Monitoring;3.12;Jun 10;Analyst
43-3051.00;2.B.1.a;Social Perceptiveness;3;Jun 10;Analyst
43-3051.00;2.B.1.b;Coordination;2.88;Jun 10;Analyst
43-3051.00;2.B.1.c;Persuasion;2.5;Jun 10;Analyst
43-3051.00;2.B.1.d;Negotiation;2.5;Jun 10;Analyst
43-3051.00;2.B.1.e;Instructing;2.5;Jun 10;Analyst
43-3051.00;2.B.1.f;Service Orientation;2.75;Jun 10;Analyst
43-3051.00;2.B.2.i;Complex Problem Solving;2.75;Jun 10;Analyst
43-3051.00;2.B.3.a;Operations Analysis;1.25;Jun 10;Analyst
43-3051.00;2.B.3.b;Technology Design;1;Jun 10;Analyst
43-3051.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3051.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-3051.00;2.B.3.e;Programming;1.5;Jun 10;Analyst
43-3051.00;2.B.3.g;Operation Monitoring;1.5;Jun 10;Analyst
43-3051.00;2.B.3.h;Operation and Control;1;Jun 10;Analyst
43-3051.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3051.00;2.B.3.k;Troubleshooting;1;Jun 10;Analyst
43-3051.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3051.00;2.B.3.m;Quality Control Analysis;1;Jun 10;Analyst
43-3051.00;2.B.4.e;Judgment and Decision Making;2.88;Jun 10;Analyst
43-3051.00;2.B.4.g;Systems Analysis;2.38;Jun 10;Analyst
43-3051.00;2.B.4.h;Systems Evaluation;2;Jun 10;Analyst
43-3051.00;2.B.5.a;Time Management;3.25;Jun 10;Analyst
43-3051.00;2.B.5.b;Management of Financial Resources;1.38;Jun 10;Analyst
43-3051.00;2.B.5.c;Management of Material Resources;1.12;Jun 10;Analyst
43-3051.00;2.B.5.d;Management of Personnel Resources;2.5;Jun 10;Analyst
43-3061.00;2.A.1.a;Reading Comprehension;4.12;Jun 10;Analyst
43-3061.00;2.A.1.b;Active Listening;3.75;Jun 10;Analyst
43-3061.00;2.A.1.c;Writing;3.88;Jun 10;Analyst
43-3061.00;2.A.1.d;Speaking;4.12;Jun 10;Analyst
43-3061.00;2.A.1.e;Mathematics;2.75;Jun 10;Analyst
43-3061.00;2.A.1.f;Science;1.12;Jun 10;Analyst
43-3061.00;2.A.2.a;Critical Thinking;4;Jun 10;Analyst
43-3061.00;2.A.2.b;Active Learning;3.38;Jun 10;Analyst
43-3061.00;2.A.2.c;Learning Strategies;2;Jun 10;Analyst
43-3061.00;2.A.2.d;Monitoring;3.5;Jun 10;Analyst
43-3061.00;2.B.1.a;Social Perceptiveness;3.5;Jun 10;Analyst
43-3061.00;2.B.1.b;Coordination;3.25;Jun 10;Analyst
43-3061.00;2.B.1.c;Persuasion;2.62;Jun 10;Analyst
43-3061.00;2.B.1.d;Negotiation;3;Jun 10;Analyst
43-3061.00;2.B.1.e;Instructing;1.88;Jun 10;Analyst
43-3061.00;2.B.1.f;Service Orientation;3.12;Jun 10;Analyst
43-3061.00;2.B.2.i;Complex Problem Solving;3.62;Jun 10;Analyst
43-3061.00;2.B.3.a;Operations Analysis;1.88;Jun 10;Analyst
43-3061.00;2.B.3.b;Technology Design;1.12;Jun 10;Analyst
43-3061.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3061.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-3061.00;2.B.3.e;Programming;1.12;Jun 10;Analyst
43-3061.00;2.B.3.g;Operation Monitoring;1.12;Jun 10;Analyst
43-3061.00;2.B.3.h;Operation and Control;1;Jun 10;Analyst
43-3061.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3061.00;2.B.3.k;Troubleshooting;1.25;Jun 10;Analyst
43-3061.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3061.00;2.B.3.m;Quality Control Analysis;1.88;Jun 10;Analyst
43-3061.00;2.B.4.e;Judgment and Decision Making;3.75;Jun 10;Analyst
43-3061.00;2.B.4.g;Systems Analysis;2.12;Jun 10;Analyst
43-3061.00;2.B.4.h;Systems Evaluation;2.12;Jun 10;Analyst
43-3061.00;2.B.5.a;Time Management;3.38;Jun 10;Analyst
43-3061.00;2.B.5.b;Management of Financial Resources;2.38;Jun 10;Analyst
43-3061.00;2.B.5.c;Management of Material Resources;2.25;Jun 10;Analyst
43-3061.00;2.B.5.d;Management of Personnel Resources;2.12;Jun 10;Analyst
43-3071.00;2.A.1.a;Reading Comprehension;3.25;Jun 10;Analyst
43-3071.00;2.A.1.b;Active Listening;3.5;Jun 10;Analyst
43-3071.00;2.A.1.c;Writing;3;Jun 10;Analyst
43-3071.00;2.A.1.d;Speaking;3.38;Jun 10;Analyst
43-3071.00;2.A.1.e;Mathematics;3.25;Jun 10;Analyst
43-3071.00;2.A.1.f;Science;1.12;Jun 10;Analyst
43-3071.00;2.A.2.a;Critical Thinking;3.25;Jun 10;Analyst
43-3071.00;2.A.2.b;Active Learning;2.62;Jun 10;Analyst
43-3071.00;2.A.2.c;Learning Strategies;2.38;Jun 10;Analyst
43-3071.00;2.A.2.d;Monitoring;3.12;Jun 10;Analyst
43-3071.00;2.B.1.a;Social Perceptiveness;3.12;Jun 10;Analyst
43-3071.00;2.B.1.b;Coordination;2.75;Jun 10;Analyst
43-3071.00;2.B.1.c;Persuasion;2.5;Jun 10;Analyst
43-3071.00;2.B.1.d;Negotiation;2.38;Jun 10;Analyst
43-3071.00;2.B.1.e;Instructing;2.75;Jun 10;Analyst
43-3071.00;2.B.1.f;Service Orientation;3.25;Jun 10;Analyst
43-3071.00;2.B.2.i;Complex Problem Solving;2.88;Jun 10;Analyst
43-3071.00;2.B.3.a;Operations Analysis;1.25;Jun 10;Analyst
43-3071.00;2.B.3.b;Technology Design;1;Jun 10;Analyst
43-3071.00;2.B.3.c;Equipment Selection;1;Jun 10;Analyst
43-3071.00;2.B.3.d;Installation;1;Jun 10;Analyst
43-3071.00;2.B.3.e;Programming;1.25;Jun 10;Analyst
43-3071.00;2.B.3.g;Operation Monitoring;2;Jun 10;Analyst
43-3071.00;2.B.3.h;Operation and Control;1.75;Jun 10;Analyst
43-3071.00;2.B.3.j;Equipment Maintenance;1;Jun 10;Analyst
43-3071.00;2.B.3.k;Troubleshooting;1;Jun 10;Analyst
43-3071.00;2.B.3.l;Repairing;1;Jun 10;Analyst
43-3071.00;2.B.3.m;Quality Control Analysis;1.5;Jun 10;Analyst
43-3071.00;2.B.4.e;Judgment and Decision Making;3;Jun 10;Analyst
43-3071.00;2.B.4.g;Systems Analysis;2.12;Jun 10;Analyst
43-3071.00;2.B.4.h;Systems Evaluation;2.12;Jun 10;Analyst
43-3071.00;2.B.5.a;Time Management;2.75;Jun 10;Analyst
43-3071.00;2.B.5.b;Management of Financial Resources;1.12;Jun 10;Analyst
43-3071.00;2.B.5.c;Management of Material Resources;1.12;Jun 10;Analyst
43-3071.00;2.B.5.d;Management of Personnel Resources;2.25;Jun 10;Analyst
43-4011.00;2.A.1.a;Reading Comprehension;3.75;Jun 10;Analyst
43-4011.00;2.A.1.b;Active Listening;3.88;Jun 10;Analyst
43-4011.00;2.A.1.c;Writing;3.38;Jun 10;Analyst
