onet_soc_2010;element_id;element_name;date;source;value
27-4014.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.5
27-4014.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.5164
27-4014.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.5808
27-4021.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 06;Incumbent;2.2818
27-4021.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 06;Incumbent;2.5378
27-4021.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 06;Incumbent;2.4416
27-4021.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 06;Incumbent;1.469
27-4021.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 06;Incumbent;2.369
27-4021.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 06;Incumbent;1.019
27-4021.00;4.C.2.c.1.a;Exposed to Radiation;Jun 06;Incumbent;1.0048
27-4021.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 06;Incumbent;1.3333
27-4021.00;4.C.2.c.1.c;Exposed to High Places;Jun 06;Incumbent;1.4426
27-4021.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 06;Incumbent;1.062
27-4021.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 06;Incumbent;1.4529
27-4021.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 06;Incumbent;1.5529
27-4031.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;3.3441
27-4031.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;2.7314
27-4031.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;3.4661
27-4031.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;2.3884
27-4031.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;2.1837
27-4031.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1.2645
27-4031.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1.6058
27-4031.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;1.3045
27-4031.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1.8534
27-4031.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;2.0038
27-4031.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;2.1048
27-4031.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;1.7054
27-4032.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;2.6684
27-4032.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;1.3128
27-4032.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;1.1819
27-4032.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;1.6529
27-4032.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;1.2835
27-4032.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1.0091
27-4032.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;1.02
27-4032.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;1.0556
27-4032.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1.1464
27-4032.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;1.059
27-4032.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.0578
27-4032.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;1.0924
29-1011.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;1.2998
29-1011.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.2332
29-1011.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.1
29-1011.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;1.3333
29-1011.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;1.1999
29-1011.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1
29-1011.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;2.3
29-1011.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;3.6335
29-1011.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.0333
29-1011.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.1667
29-1011.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.1664
29-1011.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.0667
29-1021.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Incumbent;3.5974
29-1021.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Incumbent;1
29-1021.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Incumbent;1.2848
29-1021.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Incumbent;3.5154
29-1021.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Incumbent;2.6339
29-1021.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Incumbent;1
29-1021.00;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Incumbent;2.8595
29-1021.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Incumbent;4.3733
29-1021.00;4.C.2.c.1.c;Exposed to High Places;Jun 10;Incumbent;1
29-1021.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Incumbent;2.1409
29-1021.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Incumbent;1.2645
29-1021.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Incumbent;2.102
29-1022.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 06;Incumbent;2.0206
29-1022.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 06;Incumbent;1.0034
29-1022.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 06;Incumbent;1.5922
29-1022.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 06;Incumbent;2.9968
29-1022.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 06;Incumbent;2.5109
29-1022.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 06;Incumbent;1.0288
29-1022.00;4.C.2.c.1.a;Exposed to Radiation;Jun 06;Incumbent;2.2697
29-1022.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 06;Incumbent;5
29-1022.00;4.C.2.c.1.c;Exposed to High Places;Jun 06;Incumbent;1
29-1022.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 06;Incumbent;1.5354
29-1022.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 06;Incumbent;1.7607
29-1022.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 06;Incumbent;1.7956
29-1023.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;2.0931
29-1023.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1
29-1023.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.2658
29-1023.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.6508
29-1023.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.6443
29-1023.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
29-1023.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;3.307
29-1023.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.5194
29-1023.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1
29-1023.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.752
29-1023.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;2.1199
29-1023.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;2.2436
29-1024.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;4.2061
29-1024.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.4433
29-1024.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.1773
29-1024.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;4.4142
29-1024.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;3.1682
29-1024.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
29-1024.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;3.4171
29-1024.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.6285
29-1024.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1
29-1024.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;3.3935
29-1024.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;3.8297
29-1024.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;3.4713
29-1031.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Occupational Expert;3.04
29-1031.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Occupational Expert;1.92
29-1031.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Occupational Expert;1.4587
29-1031.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Occupational Expert;1.96
29-1031.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Occupational Expert;1.32
29-1031.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Occupational Expert;1
29-1031.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Occupational Expert;1.16
29-1031.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Occupational Expert;3.88
29-1031.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Occupational Expert;1
29-1031.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Occupational Expert;1.72
29-1031.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Occupational Expert;1.48
29-1031.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Occupational Expert;1.8
29-1041.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;1.4167
29-1041.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.125
29-1041.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.5833
29-1041.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;1.7917
29-1041.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;1.7083
29-1041.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1.0417
29-1041.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;1.0834
29-1041.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;3.7499
29-1041.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1.0417
29-1041.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.542
29-1041.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.1666
29-1041.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.3333
29-1051.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 09;Incumbent;2.669
29-1051.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 09;Incumbent;1.6358
29-1051.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 09;Incumbent;1.5522
29-1051.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 09;Incumbent;1.6565
29-1051.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 09;Incumbent;1.5181
29-1051.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 09;Incumbent;1
29-1051.00;4.C.2.c.1.a;Exposed to Radiation;Jun 09;Incumbent;1.0084
29-1051.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 09;Incumbent;3.9073
29-1051.00;4.C.2.c.1.c;Exposed to High Places;Jun 09;Incumbent;1
29-1051.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 09;Incumbent;1.762
29-1051.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 09;Incumbent;1.1678
29-1051.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 09;Incumbent;1.3973
29-1061.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;3.3954
29-1061.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.525
29-1061.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;2.1541
29-1061.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;4.0947
29-1061.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.7927
29-1061.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
29-1061.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;4.1186
29-1061.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.8444
29-1061.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0051
29-1061.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;3.3533
29-1061.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.5769
29-1061.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;2.445
29-1062.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;1.9663
29-1062.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.3296
29-1062.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.2655
29-1062.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.4935
29-1062.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.232
29-1062.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.1624
29-1062.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.7919
29-1062.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.8896
29-1062.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.1546
29-1062.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.9055
29-1062.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.5934
29-1062.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.9899
29-1063.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;1.9726
29-1063.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.0965
29-1063.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.2038
29-1063.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.2148
29-1063.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.6351
29-1063.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
29-1063.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.748
29-1063.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.8604
29-1063.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0968
29-1063.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;2.0286
29-1063.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.5645
29-1063.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.8081
29-1064.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;2.1684
29-1064.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.0216
29-1064.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.5007
29-1064.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.8077
29-1064.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.57
29-1064.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.022
29-1064.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;2.1766
29-1064.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.9902
29-1064.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0216
29-1064.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.6768
29-1064.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.9006
29-1064.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.5576
29-1065.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;2.9686
29-1065.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.0829
29-1065.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.1076
29-1065.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;2.2261
29-1065.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;1.7992
29-1065.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1
29-1065.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;1.5478
29-1065.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.8809
29-1065.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1
29-1065.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;1.8255
29-1065.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;1.1862
29-1065.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;1.8492
29-1066.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Incumbent;2.8137
29-1066.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Incumbent;1.2902
29-1066.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Incumbent;1.3397
29-1066.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Incumbent;1.8224
29-1066.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Incumbent;1.3207
29-1066.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Incumbent;1.1328
29-1066.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Incumbent;1
29-1066.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Incumbent;3.6959
29-1066.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Incumbent;1
29-1066.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Incumbent;1.1038
29-1066.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Incumbent;1.0957
29-1066.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Incumbent;1.2907
29-1067.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;2.2852
29-1067.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Dez 05;Incumbent;1.2027
29-1067.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Dez 05;Incumbent;1.9331
29-1067.00;4.C.2.b.1.d;Exposed to Contaminants;Dez 05;Incumbent;3.2684
29-1067.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Dez 05;Incumbent;2.6241
29-1067.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Dez 05;Incumbent;1.0635
29-1067.00;4.C.2.c.1.a;Exposed to Radiation;Dez 05;Incumbent;3.3351
29-1067.00;4.C.2.c.1.b;Exposed to Disease or Infections;Dez 05;Incumbent;4.6668
29-1067.00;4.C.2.c.1.c;Exposed to High Places;Dez 05;Incumbent;1.0041
29-1067.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Dez 05;Incumbent;2.2225
29-1067.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Dez 05;Incumbent;2.239
29-1067.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Dez 05;Incumbent;2.3054
29-1069.03;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;3.3139
29-1069.03;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.0859
29-1069.03;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.6
29-1069.03;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;3.7139
29-1069.03;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;2.3432
29-1069.03;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.0286
29-1069.03;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;2.3428
29-1069.03;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;5
29-1069.03;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1
29-1069.03;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.9711
29-1069.03;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.5291
29-1069.03;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.7426
29-1069.05;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;1.542
29-1069.05;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.0417
29-1069.05;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.2086
29-1069.05;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;1.7501
29-1069.05;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.1305
29-1069.05;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.0417
29-1069.05;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;4.7496
29-1069.05;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;4.4351
29-1069.05;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1
29-1069.05;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.4349
29-1069.05;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1
29-1069.05;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.174
29-1069.09;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 10;Occupational Expert;1.8664
29-1069.09;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 10;Occupational Expert;1.6
29-1069.09;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 10;Occupational Expert;1.5663
29-1069.09;4.C.2.b.1.d;Exposed to Contaminants;Jun 10;Occupational Expert;1.933
29-1069.09;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 10;Occupational Expert;1.3333
29-1069.09;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 10;Occupational Expert;1.1
29-1069.09;4.C.2.c.1.a;Exposed to Radiation;Jun 10;Occupational Expert;1.2
29-1069.09;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 10;Occupational Expert;3.5334
29-1069.09;4.C.2.c.1.c;Exposed to High Places;Jun 10;Occupational Expert;1.1333
29-1069.09;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 10;Occupational Expert;1.4332
29-1069.09;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 10;Occupational Expert;1.1666
29-1069.09;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 10;Occupational Expert;1.4667
29-1071.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Jun 08;Occupational Expert;2.667
29-1071.00;4.C.2.b.1.b;Very Hot or Cold Temperatures;Jun 08;Occupational Expert;1.2083
29-1071.00;4.C.2.b.1.c;Extremely Bright or Inadequate Lighting;Jun 08;Occupational Expert;1.7082
29-1071.00;4.C.2.b.1.d;Exposed to Contaminants;Jun 08;Occupational Expert;2.9134
29-1071.00;4.C.2.b.1.e;Cramped Work Space, Awkward Positions;Jun 08;Occupational Expert;1.9583
29-1071.00;4.C.2.b.1.f;Exposed to Whole Body Vibration;Jun 08;Occupational Expert;1
29-1071.00;4.C.2.c.1.a;Exposed to Radiation;Jun 08;Occupational Expert;2.5417
29-1071.00;4.C.2.c.1.b;Exposed to Disease or Infections;Jun 08;Occupational Expert;4.9167
29-1071.00;4.C.2.c.1.c;Exposed to High Places;Jun 08;Occupational Expert;1
29-1071.00;4.C.2.c.1.d;Exposed to Hazardous Conditions;Jun 08;Occupational Expert;1.792
29-1071.00;4.C.2.c.1.e;Exposed to Hazardous Equipment;Jun 08;Occupational Expert;1.5001
29-1071.00;4.C.2.c.1.f;Exposed to Minor Burns, Cuts, Bites, or Stings;Jun 08;Occupational Expert;1.9999
29-1081.00;4.C.2.b.1.a;Sounds, Noise Levels Are Distracting or Uncomfortable;Dez 05;Incumbent;1.7776
